Code DANE,Municipality,Department,2016_yes_total,2016_no_total,2016_yes_percentage,2016_no_percentage,2016_turnout_percentage,2016_turnout,mun_risk_level,number_municipalities,mun_med_risk,mun_high_risk,mun_extr_risk,total_municipalities_at_risk,percentage_department_at_risk,org_crim_2014_2016,param_groups_1996_2011,ELN_2014_2016,FARC_2014_2015,des_zones_FARC_2016,var1_cat,pol_soc_viol_2016,press_liber_2016,mass_displ_2016,cat2_var,ill_crops_2015,ill_mining_2015,cat3_var,vote_corr_2006_2015,ballot_alt_2006_2015,cat4_var,aggregate_cat123,aggregate_cat1234
70523,Palmito,Sucre,,,69.67,30.32,35.2,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
70670,Sampués,Sucre,,,59.62,40.27,37.79,,0,,,,,,0,3,,,,,3,,,,0,,,0,1,,1,7,8
70678,San Benito Abad,Sucre,,,64.34,35.65,29.64,,0,,,,,,0,3,,,,,3,,,,0,,,0,1,,1,7,8
70702,San Juan de Betulia,Sucre,,,71.3,28.69,40.39,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
70708,San Marcos,Sucre,,,63.61,36.38,26.62,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
70713,San Onofre,Sucre,,,78.01,21.98,25.53,,1,,1,,,,0,3,2,,,,5,,,,0,,,0,,,0,11,11
70717,San Pedro,Sucre,,,64.86,35.13,36.2,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
70742,San Luis de Sincé,Sucre,,,61.02,38.97,35.79,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
70771,Sucre,Sucre,,,55.76,44.23,27.4,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
70820,Santiago de Tolú,Sucre,,,70.23,29.76,34.49,,0,,,,,,0,2,,,,,2,,,,0,,,0,,,0,4,4
70823,Tolú Viejo,Sucre,,,71.73,28.26,41.68,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
,Total,Sucre,137817,84887,61.88,38.11,34.36,227394,,26,5,1,0,6,23,,,,,,0,,,,0,,,0,,,0,,0
73001,Ibagué,Tolima,,,39.39,60.6,46.49,,2,,,2,,,0,2,2,,,,4,3,1,,4,,,0,,3,3,21,24
73024,Alpujarra,Tolima,,,31.02,68.97,40.72,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
73026,Alvarado,Tolima,,,48.11,51.88,33.09,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73030,Ambalema,Tolima,,,51.92,48.07,34.71,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73043,Anzoátegui,Tolima,,,30.54,69.45,31.65,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73055,Armero,Tolima,,,51.7,48.29,35.07,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73067,Ataco,Tolima,,,32.45,67.54,35.11,,0,,,,,,0,,,,1,,1,,,,0,,,0,,,0,2,2
73124,Cajamarca,Tolima,,,30.86,69.13,37.34,,0,,,,,,0,,,,1,,1,,,,0,,,0,,,0,2,2
73148,Carmen de Apicalá,Tolima,,,35.2,64.79,41.47,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73152,Casabianca,Tolima,,,49.17,50.82,38.98,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73168,Chaparral,Tolima,,,44.99,55,32.84,,1,,1,,,,0,,,,1,,1,3,,,3,1,,1,,,0,11,11
73200,Coello,Tolima,,,56.25,43.74,35.03,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
73217,Coyaima,Tolima,,,62.06,37.93,33.06,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
73226,Cunday,Tolima,,,41.48,58.51,36.73,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73236,Dolores,Tolima,,,41.5,58.49,41,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
73268,Espinal,Tolima,,,36.45,63.54,40.32,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73270,Falan,Tolima,,,53.54,46.45,39.1,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73275,Flandes,Tolima,,,36.13,63.86,38.92,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73283,Fresno,Tolima,,,33.09,66.9,32.81,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73319,Guamo,Tolima,,,34.47,65.52,34.98,,0,,,,,,0,,,,,,0,,1,,1,,,0,,,0,2,2
73347,Herveo,Tolima,,,39.09,60.9,32.62,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
73349,Honda,Tolima,,,42.56,57.43,37.12,,0,,,,,,0,,,,,,0,3,1,,4,,,0,,,0,8,8
73352,Icononzo,Tolima,,,52.87,47.12,34.68,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73408,Lérida,Tolima,,,49.42,50.57,37.1,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73411,Líbano,Tolima,,,49.61,50.38,32.73,,0,,,,,,0,,1,,,,1,,,,0,,,0,,,0,2,2
73443,Mariquita,Tolima,,,42.13,57.86,38.67,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73449,Melgar,Tolima,,,28.81,71.18,39.71,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73461,Murillo,Tolima,,,37.21,62.78,30.9,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73483,Natagaima,Tolima,,,56.02,43.97,35.16,,1,,1,,,,0,,,,1,,1,3,,,3,,,0,,,0,9,9
73504,Ortega,Tolima,,,39.99,60,35.84,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73520,Palocabildo,Tolima,,,41.53,58.46,33.31,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73547,Piedras,Tolima,,,50.38,49.61,36.53,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73555,Planadas,Tolima,,,47.77,52.22,31.55,,3,,,,3,,0,,,,1,1,2,3,,,3,1,,1,,,0,15,15
73563,Prado,Tolima,,,38.39,61.6,37.8,,0,,,,,,0,,,,1,,1,,,,0,,,0,,,0,2,2
73585,Purificación,Tolima,,,49.42,50.57,41.31,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73616,Rioblanco,Tolima,,,48.8,51.19,29.8,,1,,1,,,,0,,,,1,,1,3,,,3,1,,1,,,0,11,11
73622,Roncesvalles,Tolima,,,51.33,48.66,37.5,,1,,1,,,,0,,,,1,,1,3,,,3,1,,1,,,0,11,11
73624,Rovira,Tolima,,,29.29,70.7,32.15,,1,,1,,,,0,,,,1,,1,3,,,3,1,,1,,,0,11,11
73671,Saldaña,Tolima,,,33.12,66.87,36.17,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
73675,San Antonio,Tolima,,,28.36,71.63,40.38,,1,,1,,,,0,,,,1,,1,3,,,3,,,0,,,0,9,9
73678,San Luis,Tolima,,,38.69,61.3,40.21,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73686,Santa Isabel,Tolima,,,27.85,72.14,30.86,,0,,,,,,0,,,,,,0,,,,0,1,,1,,,0,2,2
73770,Suárez,Tolima,,,38.99,61,41.33,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
73854,Valle de San Juan,Tolima,,,46.03,53.96,30.35,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73861,Venadillo,Tolima,,,43.77,56.22,38.29,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73870,Villahermosa,Tolima,,,25.88,74.11,33.68,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
73873,Villarrica,Tolima,,,38.54,61.45,34.45,,3,,,,3,,0,,,,,1,1,,,,0,,,0,,,0,5,5
,Total,Tolima,164061,243150,40.28,59.71,39.99,416428,,47,6,1,2,9,19,,,,,,0,,,,0,,,0,,,0,,0
76001,Cali,Valle del Cauca,,,54.27,45.72,36.4,,0,,,,,,0,2,3,,,,5,3,1,,4,,,0,,1,1,19,20
76020,Alcalá,Valle del Cauca,,,48.88,51.11,33.95,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76036,Andalucía,Valle del Cauca,,,52.12,47.87,35.11,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76041,Ansermanuevo,Valle del Cauca,,,31.59,68.4,28.05,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76054,Argelia,Valle del Cauca,,,48.42,51.57,30.42,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76100,Bolívar,Valle del Cauca,,,42.8,57.19,37.07,,1,,1,,,,0,2,,,,,2,,,,0,1,,1,,,0,7,7
76109,Buenaventura,Valle del Cauca,,,70.66,29.33,28.46,,3,,,,3,,0,2,3,,1,,6,3,1,3,7,2,2,4,,2,2,39,41
76111,Guadalajara de Buga,Valle del Cauca,,,50.46,49.53,42.24,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76113,Bugalagrande,Valle del Cauca,,,57.54,42.45,37.33,,0,,,,,,0,2,,,,,2,,,,0,,,0,,,0,4,4
76122,Caicedonia,Valle del Cauca,,,38.89,61.1,36.44,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76126,Calima,Valle del Cauca,,,48.79,51.2,33.82,,0,,,,,,0,,,,,,0,,,,0,1,1,2,,,0,4,4
76130,Candelaria,Valle del Cauca,,,46.52,53.47,35.01,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
76147,Cartago,Valle del Cauca,,,38.11,61.88,35.53,,2,,,2,,,0,,,,,,0,3,,3,6,,,0,,3,3,17,20
76233,Dagua,Valle del Cauca,,,44.33,55.66,30.72,,1,,1,,,,0,,,2,1,,3,,,,0,1,1,2,,,0,11,11
76243,El Águila,Valle del Cauca,,,30.88,69.11,35.63,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76246,El Cairo,Valle del Cauca,,,50.35,49.64,28.78,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76248,El Cerrito,Valle del Cauca,,,51.78,48.21,35.62,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76250,El Dovio,Valle del Cauca,,,32.84,67.15,31.01,,0,,,,,,0,2,,,,,2,,,,0,,,0,,,0,4,4
76275,Florida,Valle del Cauca,,,56.7,43.29,37.55,,0,,,,,,0,,,,1,,1,,,,0,,,0,,1,1,3,4
76306,Ginebra,Valle del Cauca,,,49.37,50.62,40.58,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76318,Guacarí,Valle del Cauca,,,55.95,44.04,38.6,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
76364,Jamundí,Valle del Cauca,,,53.55,46.44,35.7,,1,,1,,,,0,,1,,1,,2,,,,0,1,,1,,,0,7,7
76377,La Cumbre,Valle del Cauca,,,50.18,49.81,32.38,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76400,La Unión,Valle del Cauca,,,27.43,72.56,39.37,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76403,La Victoria,Valle del Cauca,,,46.34,53.65,36.69,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76497,Obando,Valle del Cauca,,,44.49,55.5,32.69,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
76520,Palmira,Valle del Cauca,,,54.43,45.56,38.73,,0,,,,,,0,2,,,1,,3,,,,0,,,0,,1,1,7,8
76563,Pradera,Valle del Cauca,,,51.04,48.95,38.26,,1,,1,,,,0,2,1,,1,,4,,1,,1,,,0,,,0,11,11
76606,Restrepo,Valle del Cauca,,,40.84,59.15,29.82,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76616,Riofrío,Valle del Cauca,,,40.69,59.3,33.48,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76622,Roldanillo,Valle del Cauca,,,42.08,57.91,39.46,,1,,1,,,,0,2,,,,,2,3,,,3,,,0,,,0,11,11
76670,San Pedro,Valle del Cauca,,,50.17,49.82,37.5,,0,,,,,,0,,,,1,,1,,,,0,,,0,,,0,2,2
76736,Sevilla,Valle del Cauca,,,51.39,48.6,35.18,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
76823,Toro,Valle del Cauca,,,36.34,63.65,30.99,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76828,Trujillo,Valle del Cauca,,,37.29,62.7,34.19,,0,,,,,,0,2,,,,,2,,,,0,,,0,,,0,4,4
76834,Tuluá,Valle del Cauca,,,45.76,54.23,39.48,,2,,,2,,,0,2,2,,1,,5,,,,0,,,0,,,0,12,12
76845,Ulloa,Valle del Cauca,,,56.07,43.92,36.1,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76863,Versalles,Valle del Cauca,,,36.85,63.14,33.62,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76869,Vijes,Valle del Cauca,,,53.83,46.16,33.03,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76890,Yotoco,Valle del Cauca,,,47.48,52.51,35.35,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76892,Yumbo,Valle del Cauca,,,52.68,47.31,36.13,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
76895,Zarzal,Valle del Cauca,,,50.19,49.8,36.93,,0,,,,,,0,2,,,,,2,,,,0,,,0,,,0,4,4
,Total,Valle del Cauca,633329,574237,52.44,47.55,36.12,1228878,,42,5,2,1,8,19,,,,,,0,,,,0,,,0,,,0,,0
81001,Arauca,Arauca,,,35,65,35,,1,,1,,,,0,2,,2,1,,5,,1,,1,,,0,,,0,13,13
81065,Arauquita,Arauca,,,76,24,37,,3,,,,3,,0,,,2,1,1,4,3,,,3,1,,1,2,,2,21,23
81220,Cravo Norte,Arauca,,,40,60,31,,0,,,,,,0,,,,1,,1,,,,0,,,0,,,0,2,2
81300,Fortul,Arauca,,,69,31,33,,1,,1,,,,0,,,2,1,,3,,,,0,1,,1,2,,2,11,13
81591,Puerto Rondón,Arauca,,,39,61,31,,0,,,,,,0,,,,1,,1,,,,0,1,,1,,,0,4,4
81736,Saravena,Arauca,,,46,54,32,,2,,,2,,,0,2,1,2,1,,6,3,,,3,,,0,,,0,20,20
81794,Tame,Arauca,,,51,49,35,,2,,,2,,,0,,1,2,1,1,5,3,1,,4,1,,1,,,0,22,22
,Total,Arauca,28653,30274,48.62,51.37,34.58,61088,,7,2,2,1,5,71,,,,,,0,,,,0,,,0,,,0,,0
85001,Yopal,Casanare,,,29,71,51,,2,,,2,,,0,,,2,1,,3,3,1,,4,,,0,,,0,16,16
85010,Aguazul,Casanare,,,30,70,54,,2,,,2,,,0,,,2,,,2,3,,,3,,,0,,1,1,13,14
85015,Chameza,Casanare,,,71,29,62,,0,,,,,,0,,,,,,0,,,,0,,,0,2,2,4,4,8
85125,Hato Corozal,Casanare,,,22,78,40,,0,,,,,,0,,,2,,,2,,1,,1,,,0,,,0,6,6
85136,La Salina,Casanare,,,88,12,60,,0,,,,,,0,,,2,,,2,,,,0,,,0,,1,1,5,6
85139,Maní,Casanare,,,31,69,48,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
85162,Monterrey,Casanare,,,29,71,52,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
85225,Nunchía,Casanare,,,20,80,49,,0,,,,,,0,,,2,1,,3,,,,0,,,0,,,0,6,6
85230,Orocué,Casanare,,,40,60,40,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
85250,Paz de Ariporo,Casanare,,,23,77,43,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
85263,Pore,Casanare,,,20,80,52,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
85279,Recetor,Casanare,,,52,48,56,,1,,1,,,,0,,,2,,,2,,,,0,,,0,,2,2,7,9
85300,Sabanalarga,Casanare,,,51,49,50,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
85315,Sácama,Casanare,,,85,15,49,,0,,,,,,0,,,2,1,,3,,,,0,,,0,,,0,6,6
85325,San Luis de Palenque,Casanare,,,22,78,44,,1,,1,,,,0,,,,,,0,3,,,3,,,0,,1,1,8,9
85400,Támara,Casanare,,,28,72,45,,0,,,,,,0,,,2,,,2,,,,0,,,0,,,0,4,4
85410,Tauramena,Casanare,,,27,73,54,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
85430,Trinidad,Casanare,,,20,80,42,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
85440,Villanueva,Casanare,,,30,70,42,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
,Total,Casanare,36118,89054,28.85,71.14,48.98,128914,,19,2,2,0,4,21,,,,,,0,,,,0,,,0,,,0,,0
86001,Mocoa,Putumayo,,,60.18,39.81,37.07,,0,,,,,,0,,,,,,0,,1,,1,1,1,2,,,0,6,6
86219,Colón,Putumayo,,,57.14,42.85,45.05,,0,,,,,,0,,,,,,0,,,,0,,1,1,,2,2,4,6
86320,Orito,Putumayo,,,77.2,22.79,31.71,,2,,,2,,,0,2,,,1,,3,3,,,3,3,1,4,,,0,22,22
86568,Puerto Asís,Putumayo,,,57.99,42,26.73,,3,,,,3,,0,,1,,1,1,3,3,1,,4,3,1,4,2,,2,27,29
86569,Puerto Caicedo,Putumayo,,,70.82,29.17,32.25,,1,,1,,,,0,,,,1,,1,,,,0,3,1,4,,,0,11,11
86571,Puerto Guzmán,Putumayo,,,72.34,27.65,29.41,,1,,1,,,,0,,,,1,,1,,,,0,2,1,3,2,,2,11,13
86573,Leguízamo,Putumayo,,,54.5,45.49,26.28,,1,,1,,,,0,,,,1,,1,,,,0,2,,2,1,,1,8,9
86749,Sibundoy,Putumayo,,,58.36,41.63,43.01,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
86755,San Francisco,Putumayo,,,55.73,44.26,42.42,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
86757,San Miguel,Putumayo,,,83.43,16.56,29.6,,1,,1,,,,0,,,,1,,1,,,,0,3,,3,,,0,9,9
86760,Santiago,Putumayo,,,60.66,39.33,39.12,,0,,,,,,0,,,,,,0,,,,0,1,,1,,,0,2,2
86865,Valle del Guamuez,Putumayo,,,86.04,13.95,34.16,,2,,,2,,,0,,1,,1,,2,,,,0,3,,3,,,0,12,12
86885,Villagarzón,Putumayo,,,50.99,49,36.72,,1,,1,,,,0,,,,,,0,,,,0,3,1,4,,,0,9,9
,Total,Putumayo,44643,23505,65.5,34.49,32.94,70090,,13,5,2,1,8,62,,,,,,0,,,,0,,,0,,,0,,0
88001,San Andrés,San Andrés,,,51.21,48.78,19.3,,1,,1,,,,0,2,,,,,2,,,,0,,,0,1,2,3,8,11
88564,Providencia,San Andrés,,,81.84,18.15,30.12,,0,,,,,,0,,,,,,0,,,,0,,,0,,2,2,2,4
,Total,San Andrés,5275,4313,55.01,44.98,20.2,9676,,2,1,0,0,1,50,,,,,,0,,,,0,,,0,,,0,,0
91001,Leticia,Amazonas,,,50,50,26,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
91263,El Encanto ,Amazonas,,,77,23,30,,0,,,,,,0,,,,,,0,,,,0,1,,1,,,0,2,2
91405,La Chorrera ,Amazonas,,,83,17,36,,0,,,,,,0,,,,1,,1,,,,0,1,,1,,,0,4,4
91407,La Pedrera ,Amazonas,,,88,12,21,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
91430,La Victoria ,Amazonas,,,80,20,28,,0,,,,,,0,,,,,,0,,,,0,,,0,2,,2,2,4
91460,Miriti - Paraná ,Amazonas,,,93,7,20,,0,,,,,,0,,,,,,0,,,,0,,,0,3,,3,3,6
91530,Puerto Alegría ,Amazonas,,,91,9,23,,0,,,,,,0,,,,,,0,,,,0,1,,1,2,,2,4,6
91536,Puerto Arica ,Amazonas,,,82,18,29,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
91540,Puerto Nariño,Amazonas,,,75,25,27,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
91669,Puerto Santander ,Amazonas,,,89,11,22,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
91798,Tarapacá ,Amazonas,,,80,20,26,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
,Total,Amazonas,6524,4994,56.64,43.35,26.15,11714,,11,0,0,0,0,0,,,,,,0,,,,0,,,0,,,0,,0
94001,Inírida,Guainía,,,52.22,47.77,26.24,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
94343,Barranco Minas ,Guainía,,,81.64,18.35,18.73,,0,,,,,,0,,,,,,0,,,,0,1,,1,,,0,2,2
94663,Mapiripana ,Guainía,,,91.83,8.16,8.46,,0,,,,,,0,,,,,,0,,,,0,1,,1,3,,3,5,8
94883,San Felipe ,Guainía,,,59.02,40.97,18.44,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
94884,Puerto Colombia ,Guainía,,,57.14,42.85,8.78,,2,,,2,,,0,,,,,1,1,,,,0,,1,1,2,,2,8,10
94885,La Guadalupe ,Guainía,,,0,0,0,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
94886,Cacahual ,Guainía,,,70.83,29.16,7.39,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
94887,Pana Pana ,Guainía,,,71.6,28.39,49.39,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
94888,Morichal ,Guainía,,,100,0,24.02,,0,,,,,,0,,,,,,0,,,,0,1,,1,3,,3,5,8
,Total,Guainía,3326,2664,55.52,44.47,24.02,6105,,9,0,1,0,1,11,,,,,,0,,,,0,,,0,,,0,,0
95001,San José del Guaviare,Guaviare,,,47.35,52.64,41.94,,3,,,,3,,0,,,,1,1,2,,1,,1,1,,1,,,0,11,11
95015,Calamar,Guaviare,,,72.17,27.87,28.03,,0,,,,,,0,,,,1,1,2,,,,0,1,,1,1,,1,7,8
95025,El Retorno,Guaviare,,,59.22,40.77,39.09,,3,,,,3,,0,,,,,1,1,,,,0,2,,2,,,0,9,9
95200,Miraflores,Guaviare,,,85.65,14.34,24.02,,2,,,2,,,0,,,,1,,1,,,,0,2,,2,3,,3,11,14
,Total,Guaviare,11132,9924,52.86,47.13,38.78,21894,,4,0,1,2,3,75,,,,,,0,,,,0,,,0,,,0,,0
97001,Mitú,Vaupés,,,91.39,8.6,17.59,,0,,,,,,0,,,,,,0,,,,0,1,,1,,,0,2,2
97161,Caruru,Vaupés,,,75.62,24.37,23.28,,0,,,,,,0,,,,,,0,,,,0,1,,1,,,0,2,2
97511,Pacoa ,Vaupés,,,83.4,16.59,27.01,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
97666,Taraira,Vaupés,,,78.89,21.1,25.05,,0,,,,,,0,,,,,,0,,,,0,,1,1,1,,1,3,4
97777,Papunaua ,Vaupés,,,94.73,5.26,17.43,,0,,,,,,0,,,,,,0,,,,0,,,0,3,,3,3,6
97889,Yavaraté ,Vaupés,,,88.25,11.74,30.53,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
,Total,Vaupés,3796,1067,78.05,21.94,23.47,4962,,6,0,0,0,0,0,,,,,,0,,,,0,,,0,,,0,,0
99001,Puerto Carreño,Vichada,,,46.15,53.84,27.64,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
99524,La Primavera,Vichada,,,27,72.99,34.45,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
99624,Santa Rosalía,Vichada,,,45.53,54.46,42.61,,0,,,,,,0,,,,,,0,,,,0,,,0,,2,2,2,4
99773,Cumaribo,Vichada,,,74.05,25.94,19.37,,2,,,2,,,0,,1,,1,1,3,,,,0,1,,1,2,,2,12,14
,Total,Vichada,6139,5977,50.66,49.33,26.24,12371,,4,0,1,0,1,25,,,,,,0,,,,0,,,0,,,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,